PosX,PosY,RSSI,Name,Timestamp
12.543901,1.797554,-58,egopi3,1488921115173
12.543901,1.797554,-58,egopi3,1488921115295
12.543901,1.797554,-59,egopi3,1488921115424
12.543901,1.797554,-58,egopi3,1488921115552
12.543901,1.797554,-59,egopi3,1488921115681
12.543901,1.797554,-59,egopi3,1488921115807
12.543901,1.797554,-63,egopi3,1488921115932
12.543901,1.797554,-58,egopi3,1488921116059
12.543901,1.797554,-58,egopi3,1488921116187
12.543901,1.797554,-61,egopi3,1488921116317
12.543901,1.797554,-67,egopi3,1488921116442
12.543901,1.797554,-69,egopi3,1488921116573
12.543901,1.797554,-66,egopi3,1488921116702
12.543901,1.797554,-83,egopi3,1488921116827
12.543901,1.797554,-76,egopi3,1488921116953
12.543901,1.797554,-74,egopi3,1488921117210
12.543901,1.797554,-73,egopi3,1488921117346
12.543901,1.797554,-76,egopi3,1488921117464
12.543901,1.797554,-78,egopi3,1488921117589
12.543901,1.797554,-78,egopi3,1488921117719
12.543901,1.797554,-74,egopi3,1488921117847
12.543901,1.797554,-85,egopi3,1488921117973
12.543901,1.797554,-72,egopi3,1488921118122
12.543901,1.797554,-72,egopi3,1488921118356
12.543901,1.797554,-78,egopi3,1488921118609
12.543901,1.797554,-76,egopi3,1488921118736
12.543901,1.797554,-68,egopi3,1488921118866
12.543901,1.797554,-75,egopi3,1488921118994
12.543901,1.797554,-68,egopi3,1488921119123
12.543901,1.797554,-72,egopi3,1488921119248
12.543901,1.797554,-69,egopi3,1488921119382
12.543901,1.797554,-67,egopi3,1488921119502
12.543901,1.797554,-74,egopi3,1488921119630
12.543901,1.797554,-67,egopi3,1488921119880
12.543901,1.797554,-73,egopi3,1488921120129
12.543901,1.797554,-79,egopi3,1488921120255
12.543901,1.797554,-72,egopi3,1488921120383
12.543901,1.797554,-84,egopi3,1488921120513
12.543901,1.797554,-78,egopi3,1488921120641
12.543901,1.797554,-74,egopi3,1488921120798
12.543901,1.797554,-76,egopi3,1488921120897
12.543901,1.797554,-74,egopi3,1488921121153
12.543901,1.797554,-78,egopi3,1488921121281
12.543901,1.797554,-75,egopi3,1488921121406
12.543901,1.797554,-85,egopi3,1488921121531
12.543901,1.797554,-81,egopi3,1488921121675
12.543901,1.797554,-75,egopi3,1488921121810
12.543901,1.797554,-77,egopi3,1488921121911
12.543901,1.797554,-75,egopi3,1488921122039
12.543901,1.797554,-78,egopi3,1488921122183
12.543901,1.797554,-85,egopi3,1488921122310
12.543901,1.797554,-76,egopi3,1488921122416
12.543901,1.797554,-77,egopi3,1488921122546
12.543901,1.797554,-84,egopi3,1488921122817
12.543901,1.797554,-80,egopi3,1488921122946
12.543901,1.797554,-85,egopi3,1488921123048
12.543901,1.797554,-87,egopi3,1488921123179
12.543901,1.797554,-77,egopi3,1488921123578
12.543901,1.797554,-80,egopi3,1488921123700
12.543901,1.797554,-78,egopi3,1488921123831
12.543901,1.797554,-77,egopi3,1488921123953
12.543901,1.797554,-83,egopi3,1488921124084
12.543901,1.797554,-82,egopi3,1488921124207
12.543901,1.797554,-81,egopi3,1488921124332
12.543901,1.797554,-87,egopi3,1488921124441
12.543901,1.797554,-79,egopi3,1488921124569
12.543901,1.797554,-77,egopi3,1488921124701
12.543901,1.797554,-90,egopi3,1488921124843
12.543901,1.797554,-81,egopi3,1488921124976
12.543901,1.797554,-83,egopi3,1488921125077
12.543901,1.797554,-84,egopi3,1488921125337
12.543901,1.797554,-75,egopi3,1488921125482
12.543901,1.797554,-77,egopi3,1488921125613
12.543901,1.797554,-88,egopi3,1488921125736
12.543901,1.797554,-77,egopi3,1488921125862
12.543901,1.797554,-75,egopi3,1488921125971
12.543901,1.797554,-79,egopi3,1488921126104
12.543901,1.797554,-89,egopi3,1488921126246
12.543901,1.797554,-78,egopi3,1488921126369
12.543901,1.797554,-83,egopi3,1488921126480
12.543901,1.797554,-83,egopi3,1488921126609
12.543901,1.797554,-76,egopi3,1488921126745
12.543901,1.797554,-80,egopi3,1488921126882
12.543901,1.797554,-81,egopi3,1488921127002
12.543901,1.797554,-79,egopi3,1488921127110
12.543901,1.797554,-88,egopi3,1488921127239
12.543901,1.797554,-82,egopi3,1488921127380
12.543901,1.797554,-86,egopi3,1488921127493
12.543901,1.797554,-79,egopi3,1488921127621
12.543901,1.797554,-83,egopi3,1488921127770
12.543901,1.797554,-89,egopi3,1488921127874
12.543901,1.797554,-81,egopi3,1488921128129
12.543901,1.797554,-86,egopi3,1488921128266
12.543901,1.797554,-81,egopi3,1488921128401
12.543901,1.797554,-85,egopi3,1488921128507
12.543901,1.797554,-79,egopi3,1488921128636
12.543901,1.797554,-96,null,1488921128690
12.543901,1.797554,-82,egopi3,1488921128776
12.543901,1.797554,-89,egopi3,1488921128885
12.543901,1.797554,-83,egopi3,1488921129030
12.543901,1.797554,-91,egopi3,1488921129159
12.543901,1.797554,-84,egopi3,1488921129283
12.543901,1.797554,-83,egopi3,1488921129525
12.543901,1.797554,-81,egopi3,1488921129678
12.543901,1.797554,-79,egopi3,1488921129776
12.543901,1.797554,-90,egopi3,1488921130030
12.543901,1.797554,-83,egopi3,1488921130304
12.543901,1.797554,-82,egopi3,1488921130438
12.543901,1.797554,-80,egopi3,1488921130537
12.543901,1.797554,-79,egopi3,1488921130667
12.543901,1.797554,-82,egopi3,1488921130810
12.543901,1.797554,-86,egopi3,1488921131045
12.543901,1.797554,-78,egopi3,1488921131299
12.543901,1.797554,-85,egopi3,1488921131455
12.543901,1.797554,-84,egopi3,1488921131678
12.543901,1.797554,-84,egopi3,1488921131822
12.543901,1.797554,-84,egopi3,1488921131928
12.543901,1.797554,-80,egopi3,1488921132057
12.543901,1.797554,-81,egopi3,1488921132200
12.543901,1.797554,-75,egopi3,1488921132329
12.543901,1.797554,-84,egopi3,1488921132456
12.543901,1.797554,-81,egopi3,1488921132691
12.543901,1.797554,-84,egopi3,1488921132837
12.543901,1.797554,-87,egopi3,1488921132958
12.543901,1.797554,-92,egopi3,1488921133092
12.543901,1.797554,-76,egopi3,1488921133329
12.543901,1.797554,-78,egopi3,1488921133474
12.543901,1.797554,-78,egopi3,1488921133576
12.543901,1.797554,-78,egopi3,1488921133715
12.543901,1.797554,-74,egopi3,1488921133979
12.543901,1.797554,-73,egopi3,1488921134106
12.543901,1.797554,-81,egopi3,1488921134232
12.543901,1.797554,-74,egopi3,1488921134342
12.543901,1.797554,-72,egopi3,1488921134467
12.543901,1.797554,-69,egopi3,1488921134604
12.543901,1.797554,-74,egopi3,1488921134733
12.543901,1.797554,-72,egopi3,1488921134864
12.543901,1.797554,-74,egopi3,1488921134986
12.543901,1.797554,-74,egopi3,1488921135225
12.543901,1.797554,-74,egopi3,1488921135367
12.543901,1.797554,-75,egopi3,1488921135474
12.543901,1.797554,-72,egopi3,1488921135604
12.543901,1.797554,-75,egopi3,1488921135744
12.543901,1.797554,-74,egopi3,1488921135882
12.543901,1.797554,-76,egopi3,1488921135986
12.543901,1.797554,-72,egopi3,1488921136242
12.543901,1.797554,-89,egopi3,1488921136370
12.543901,1.797554,-84,egopi3,1488921136517
12.543901,1.797554,-74,egopi3,1488921136621
12.543901,1.797554,-84,egopi3,1488921136745
12.543901,1.797554,-75,egopi3,1488921137022
12.543901,1.797554,-75,egopi3,1488921137131
12.543901,1.797554,-77,egopi3,1488921137267
12.543901,1.797554,-77,egopi3,1488921137404
12.543901,1.797554,-79,egopi3,1488921137517
12.543901,1.797554,-69,egopi3,1488921137647
12.543901,1.797554,-73,egopi3,1488921137791
12.543901,1.797554,-79,egopi3,1488921137894
12.543901,1.797554,-78,egopi3,1488921138019
12.543901,1.797554,-82,egopi3,1488921138168
12.543901,1.797554,-75,egopi3,1488921138287
12.543901,1.797554,-68,egopi3,1488921138419
12.543901,1.797554,-70,egopi3,1488921138529
12.543901,1.797554,-77,egopi3,1488921138658
12.543901,1.797554,-69,egopi3,1488921138798
12.543901,1.797554,-68,egopi3,1488921139567
12.543901,1.797554,-60,egopi3,1488921139663
12.543901,1.797554,-62,egopi3,1488921139798
12.543901,1.797554,-64,egopi3,1488921139917
12.543901,1.797554,-62,egopi3,1488921140048
12.543901,1.797554,-67,egopi3,1488921140191
12.543901,1.797554,-62,egopi3,1488921140316
12.543901,1.797554,-61,egopi3,1488921140425
12.543901,1.797554,-77,egopi3,1488921140551
12.543901,1.797554,-68,egopi3,1488921140697
12.543901,1.797554,-61,egopi3,1488921140824
12.543901,1.797554,-57,egopi3,1488921140934
12.543901,1.797554,-58,egopi3,1488921141059
12.543901,1.797554,-64,egopi3,1488921141210
12.543901,1.797554,-58,egopi3,1488921141313
12.543901,1.797554,-59,egopi3,1488921141451
12.543901,1.797554,-57,egopi3,1488921141588
12.543901,1.797554,-59,egopi3,1488921141699
12.543901,1.797554,-53,egopi3,1488921141827
12.543901,1.797554,-57,egopi3,1488921141961
12.543901,1.797554,-51,egopi3,1488921142094
12.543901,1.797554,-50,egopi3,1488921142204
12.543901,1.797554,-51,egopi3,1488921142333
12.543901,1.797554,-50,egopi3,1488921142481
12.543901,1.797554,-51,egopi3,1488921142586
12.543901,1.797554,-51,egopi3,1488921142729
12.543901,1.797554,-48,egopi3,1488921142856
12.543901,1.797554,-48,egopi3,1488921142966
12.543901,1.797554,-47,egopi3,1488921143094
12.543901,1.797554,-46,egopi3,1488921143233
12.543901,1.797554,-47,egopi3,1488921143348
